Name,PROVINCE,DISTRICT,COSTITUENCY,DIVISION,LOCATION,SUBLOCATIO,Level,Status,Sponsor,Longitude,Latitude,# Classrooms
A.I.C. MBOONI PRE-SCHOOL,EASTERN,MWINGI,MWINGI SOUTH,MIGWANI,KYOME,KYOME,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,38.04574,-1.05356,1
A.I.P.C GITUINE ECD,EASTERN,MERU NORTH,NTONYIRI,LAARE,AKIRIANG'ONDU,MACHUNGULU,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.92751,0.31015,1
A.I.P.C NJOUNE ECD,EASTERN,MERU NORTH,IGEMBE,IGEMBE EAST,KIENGU,ANTUBETWE NJOUNE,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,37.95267,0.26476,1
A.I.P.C.A ANDIALA ECD,EASTERN,MERU NORTH,,IGEMBE EAST,MIORI,KAURINE,,,,37.96793,0.26206,0
A.I.P.C.A BISHOP KIGUNDA ACADEMY,CENTRAL,KIRINYAGA,MWEA,MWEA,NYANGATI,NYANGATI,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,37.35002,-0.61449,8
A.I.P.C.A BISHOP KIGUNDA ACADEMY ECD,CENTRAL,KIRINYAGA,MWEA,MWEA,NYANGATI,NYANGATI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,37.35002,-0.61449,2
A.I.P.C.A E.C.D,RIFT VALLEY,NAKURU,MOLO,ELBURGON,TURI,TURI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,35.72947,-0.31246,
A.I.P.C.A ECD,EASTERN,MERU NORTH,,IGEMBE EAST,NGUYUYU,NTHAMBIRO,,,,38.05167,0.25632,0
A.I.P.C.A ECD,RIFT VALLEY,NAKURU,RONGAI,BAHATI,SOLAI,KIRIMA,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,36.06866,-0.15409,
A.I.P.C.A JUNIOR ECD,RIFT VALLEY,NAKURU,SUBUKIA,MBOGOINI,SUBUKIA,SUBUKIA EAST,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,36.22535,0.00418,
A.I.P.C.A KANJOO ECD,EASTERN,MERU NORTH,,IGEMBE EAST,NGUYUYU,KANJOO,,,,38.05851,0.24011,0
A.I.P.C.A KAUMONE NKINYANGA ECD,EASTERN,MERU NORTH,IGEMBE,IGEMBE,NKINYANGA,LILIABA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.86448,0.25938,2
A.I.P.C.A NURSERY,CENTRAL,MURANGA,KANGEMA,KANGEMA,KANYENYAINI,GITUGU,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,36.93245,-0.67781,1
A.I.P.C.A NYUMAITU ECD,EASTERN,MERU NORTH,,LAARE,AKIRIANG'ONDU,MACHUNGULU,,,,37.94430,0.29259,0
A.K. MAGUGU ECD CENTRE,CENTRAL,KIAMBU,GITHUNGURI,GITHUNGURI,GITHUNGURI,KIARIA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,36.79243,-1.08601,3
A.K. MAGUGU PRI,CENTRAL,KIAMBU,GITHUNGURI,GITHUNGURI,GITHUNGURI,KIAIRIA,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,36.79243,-1.08601,16
A.P. ADULT CENTRE,EASTERN,ISIOLO,ISIOLO NORTH,CENTRAL - ISIOLO,ISIOLO EAST,WABERA,ADULT EDUCATION CENTRE,PUBLIC,CENTRAL GOVERNMENT/DEB,37.58626,0.35988,0
A.P. ECD CENTRE,EASTERN,ISIOLO,ISIOLO NORTH,CENTRAL - ISIOLO,ISIOLO EAST,WABERA,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,37.58720,0.36253,0
A.P. GOODWISH MADRASSA,NORTH EASTERN,GARISSA,DUJIS,CENTRAL - GARISSA,TOWNSHIP,TOWNSHIP,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,39.64105,-0.44989,2
A.P. GOODWISH NURSERY,NORTH EASTERN,GARISSA,DUJIS,CENTRAL - GARISSA,TOWNSHIP,TOWNSHIP,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,39.64105,-0.44989,2
ABADARE VIEW SEC SCH,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,NAIVASHA EAST,MUNUNGA,SECONDARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,36.50651,-0.64458,
ABAGDERA ADULT CENTRE,NORTH EASTERN,GARISSA,FAFI,BURA,NANIGHI,NANIGHI,ADULT EDUCATION CENTRE,PUBLIC,COMMUNITY,39.84635,-0.78668,1
ABAGDERA ECD,NORTH EASTERN,GARISSA,FAFI,BURA,NANIGHI,NANIGHI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,39.84635,-0.78668,1
ABAGDERA PRIMARY,NORTH EASTERN,GARISSA,FAFI,BURA,NANIGHI,NANIGHI,PRIMARY SCHOOL,PUBLIC,COMMUNITY,39.84635,-0.78668,2
ABAKHAILE PRE-SCHOOL,NORTH EASTERN,GARISSA,LAGDERA,DADAAB,ABAKAILE,ABAKAILE,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,40.09997,0.07722,1
ABAKHAILE PRIMARY,NORTH EASTERN,GARISSA,LAGDERA,DADAAB,ABAKAILE,ABAKAILE,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,40.09997,0.07722,3
ABAKORE ECD,NORTH EASTERN,WAJIR,WAJIR SOUTH,HABASWEIN,ABAKORE,ABAKORE,ECD/PRE-PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,39.71150,0.63225,13
ABAKORE PRI SCH,NORTH EASTERN,WAJIR,WAJIR SOUTH,HABASWEIN,ABAKORE,ABAKORE,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,39.71150,0.63225,13
ABALATIRO ECD,NORTH EASTERN,IJARA,IJARA,MASALANI,KOTILE,ABALATIRO,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,40.17952,-1.97955,0
ABANANDA ECD,WESTERN,BUSIA,,FUNYULA,NAMBUKU,SIBINGA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,34.12533,0.35766,0
ABANDONED CHILDREN CARE ECD,COAST,MOMBASA MUNICIPALITY,KISAUNI,KISAUNI,KONGOWEA,MAWENI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,39.70017,-4.02422,1
ABANDONED CHILDREN CARE PRI,COAST,MOMBASA MUNICIPALITY,KISAUNI,KISAUNI,KISAUNI,MAWENI,PRIMARY SCHOOL,,,39.70017,-4.02422,0
ABBA SALAMA ACADEMY,CENTRAL,THIKA,JUJA,RUIRU,JUJA,KALIMONI,SECONDARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,37.06579,-1.15037,4
ABC ACADEMY,EASTERN,MACHAKOS,MACHAKOS TOWN,CENTRAL,MUMBUNI,LOWER KIANDANI,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,37.24311,-1.51485,0
ABC BONDENI NUR,RIFT VALLEY,KOIBATEK,ELDAMA RAVINE,ELDAMA RAVINE,ELDAMA RAVINE,ELDAMA RAVINE,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,35.72134,0.05325,
ABC ECD,COAST,KWALE,MSAMBWENI,LUNGA LUNGA,KIKONENI,BUMBANI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,39.28817,-4.43692,1
ABC ECD,CENTRAL,NYANDARUA,OL_KALOU,OL KALOU,DUNDORI,SABUGO,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.21790,-0.18411,1
ABC HASSAN'S ACADEMY ECD,NYANZA,KURIA,KURIA,KEHANCHA,BUKIRA WEST,NYABIKAYE,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,34.47883,-1.23594,3
ABC HASSAN'S ACADEMY PRY SCH,NYANZA,KURIA,KURIA,KEHANCHA,BUKIRA WEST,NYABIKAYE,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,34.47883,-1.23594,6
ABC KAI NURSERY,EASTERN,MAKUENI,KIBWEZI,MAKINDU,MAKINDU,KAI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,37.87001,-2.26335,1
ABC KALAWA YOUTH POLY,EASTERN,MAKUENI,MBOONI,KALAWA,KALAWA,KALAWA,YOUTH POLYTECHNIC,PRIVATE,RELIGIOUS ORGANIZATION,37.71059,-1.64390,2
ABC KALAWANI YOUTH POLY,EASTERN,MAKUENI,MBOONI,TULIMANI,KALAWANI,KALAWANI,YOUTH POLYTECHNIC,PUBLIC,RELIGIOUS ORGANIZATION,37.43542,-1.59724,2
ABC KALYAMBEU YOUTH POLY,EASTERN,MACHAKOS,,KATANGI,IKOMBE,KITHEUNI,YOUTH POLYTECHNIC,PRIVATE,RELIGIOUS ORGANIZATION,37.66846,-1.24274,0
ABC KANYAAKU ADULT CENTRE,EASTERN,MACHAKOS,MWALA,MWALA,MANGO,KAMWALA,NON-FORMAL SCHOOL/NON FORMAL EDUCATION CENTRE,PUBLIC,CENTRAL GOVERNMENT/DEB,37.44698,-1.36543,1
ABC KATELEMBO ECD,EASTERN,MACHAKOS,MACHAKOS TOWN,CENTRAL,KATHEKA KAI,KATELEMBU,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,37.19843,-1.54094,1
ABC KATELEMBO SEC,EASTERN,MACHAKOS,MACHAKOS TOWN,CENTRAL,KATHEKA KAI,KATELEMBU,SECONDARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,37.19827,-1.54223,4
ABC KATHIANI ACADEMY,EASTERN,MACHAKOS,KATHIANI,KATHIANI,KATHIANI,KATHIANI,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,37.32867,-1.40919,8
ABC KATHIANI ACADEMY,EASTERN,MACHAKOS,KATHIANI,KATHIANI,KATHIANI,KATHIANI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,37.32867,-1.40919,1
ABC KAYATA GIRLS SEC,EASTERN,MAKUENI,KILOME,KASIKEU,KASIKEU,WATHINI,SECONDARY SCHOOL,PUBLIC,COMMUNITY,37.35944,-1.89768,3
ABC KIATINENI YOUTH POLY,EASTERN,MAKUENI,MBOONI,TULIMANI,TULIMANI,TULIMANI,YOUTH POLYTECHNIC,PRIVATE,RELIGIOUS ORGANIZATION,37.36195,-1.55048,1
ABC KILOME NUR,EASTERN,MAKUENI,KILOME,KILOME,KITAINGO,KITAINGO,ECD/PRE-PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,37.34731,-1.80598,1
ABC KISOVO SEC,EASTERN,MWINGI,MWINGI SOUTH,CENTRAL,MUMBUNI,KISOVO,SECONDARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,38.12333,-1.08291,4
ABC KIVI YOUTH POLY,EASTERN,MACHAKOS,KANGUNDO,KANGUNDO,KIVAANI,IIETUNE,YOUTH POLYTECHNIC,PUBLIC,COMMUNITY,37.38071,-1.36520,3
ABC KWALE PRE SCH,EASTERN,MAKUENI,KILOME,KASIKEU,KIOU,KWALE,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.27822,-1.96453,1
ABC KYAMUE YOUTH POLY,EASTERN,MAKUENI,MBOONI,KISAU,KITETA,KAKUSWI,YOUTH POLYTECHNIC,PRIVATE,RELIGIOUS ORGANIZATION,37.53566,-1.54971,2
ABC KYEENTHEI ECD,EASTERN,MACHAKOS,MWALA,MWALA,MASII,UTITHINI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.42451,-1.47616,1
ABC KYEENTHEI PRI,EASTERN,MACHAKOS,MWALA,MWALA,MASII,UTITHINI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.42451,-1.47616,4
ABC MAWA ECD,EASTERN,MAKUENI,KILOME,KILOME,KIIMA KIU,NGAAMBA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,37.23013,-1.90644,1
ABC MBITINI GIRLS NUR SCH,EASTERN,KITUI,KITUI CENTRAL,CHULUNI,MBITINI,MBITINI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,38.11812,-1.59116,1
ABC MIANI NURSERY,EASTERN,MAKUENI,KILOME,KILOME,MUKAA,MAIANI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.27875,-1.85385,1
ABC MIXED DAY SEC,COAST,MOMBASA MUNICIPALITY,CHANGAMWE,CHANGAMWE,CHAANI,CHAANI,SECONDARY SCHOOL,,,39.62263,-4.02940,0
ABC MUKUNI ECD,EASTERN,MACHAKOS,MACHAKOS TOWN,CENTRAL,MUMBUNI,MUNGALA,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,37.25799,-1.47284,1
ABC MUSYAO NUR SCH,EASTERN,KITUI,KITUI CENTRAL,KATULANI,MULANGO,KYANGUNGA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,38.01170,-1.44194,0
ABC MUTITO MULTI-PURPOSE CENTER,EASTERN,KITUI,KITUI CENTRAL,CHULUNI,MBITINI,MBITINI,YOUTH POLYTECHNIC,PRIVATE,,38.11870,-1.59116,2
ABC MUTITUNI ECD,EASTERN,MACHAKOS,MACHAKOS TOWN,CENTRAL,MUTITUNI,MUTITUNI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.25165,-1.45430,1
ABC MWANYANI YOUTH POLY,EASTERN,MAKUENI,MAKUENI,MBITINI,MULALA,MAATHA,YOUTH POLYTECHNIC,PRIVATE,RELIGIOUS ORGANIZATION,37.50981,-2.02256,2
ABC NGUUNI NUR,EASTERN,MAKUENI,,MAKINDU,MAKINDU,KAI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.84809,-2.27852,0
ABC NKONDI GIRLS SEC,EASTERN,THARAKA,THARAKA,THARAKA CENTRAL,NKONDI,NKONDI,SECONDARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.95813,-0.04329,8
ABC NOAH ACADEMY,NYANZA,CENTRAL KISII,BONCHARI,SUNEKA,BOMORENDA,BOMAKOMBI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANISATION,34.71640,-0.71577,8
ABC NOAH ACADEMY ECD,NYANZA,CENTRAL KISII,BONCHARI,SUNEKA,BOMORENDA,BOMAKOMBI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANISATION,34.71640,-0.71577,3
ABC PRE SCHOOL,EASTERN,MACHAKOS,KATHIANI,ATHI-RIVER,LUKENYA,MATHATANI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,37.13672,-1.54608,1
ABC THWAKE PRY,EASTERN,MAKUENI,MBOONI,TULIMANI,TULIMANI,KALAWANI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.43458,-1.54024,3
ABDI GURE MOBILE PRIMARY SCHOOL,NORTH EASTERN,IJARA,IJARA,MASALANI,KOTILE,GABABA,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,40.14597,-1.47899,0
ABDUL AZIZ ECD,NORTH EASTERN,GARISSA,LAGDERA,DADAAB,LABISIGALE,LABISIGALE,ECD/PRE-PRIMARY SCHOOL,PRIVATE,NGO/CBO,40.32001,0.11971,0
ABDUL-ZIZ PRIMARY,NORTH EASTERN,GARISSA,LAGDERA,DADAAB,LABISIGALE,LABISIGALE,PRIMARY SCHOOL,PRIVATE,NGO/CBO,40.32001,0.11971,0
ABEMA UPHILL ACADEMY ECD,NYANZA,GUCHA,BOMACHOGE,KENYENYA,MAGENCHE,MAGENCHE,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,34.70619,-0.93340,9
ABEMA UPHILL ACADEMY PRI,NYANZA,GUCHA,BOMACHOGE,KENYENYA,MAGENCHE,MAGENCHE,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,34.70619,-0.93340,9
ABERCREST PRI,CENTRAL,NYANDARUA,KINANGOP,NORTH KINANGOP,ENGINEER,MURUAKI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.58563,-0.66071,6
ABERCREST SEC,CENTRAL,NYANDARUA,KINANGOP,NORTH KINANGOP,ENGINEER,MURUAKI,SECONDARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.55866,-0.65915,4
ABERDARE ECD,CENTRAL,THIKA,GATANGA,GATANGA,KIHUMBUINI,KIHUMBUINI,PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.97019,-0.92259,1
ABERDARE ECD,CENTRAL,NYERI,KIENI,KIENI WEST,ENDARASHA,ENDARASHA,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.79286,-0.30616,2
ABERDARE FOUNTAIN ACA. ECD,RIFT VALLEY,LAIKIPIA,LAIKIPIA EAST,LAMURIA,NGOBIT,WIYUMIRIRIE,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.57492,-0.07574,
ABERDARE FOUNTAIN ACA. PRY SCH,RIFT VALLEY,LAIKIPIA,LAIKIPIA EAST,LAMURIA,NGOBIT,WIYUMIRIRIE,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.57493,-0.07574,
ABERDARE PEAKS ACADEMY,CENTRAL,THIKA,GATANGA,GATANGA,KIHUMBUINI,KIHUMBUINI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.97019,-0.92259,8
ABERDARE PRI,CENTRAL,NYANDARUA,KINANGOP,NORTH KINANGOP,NORTH KINANGOP,KITIRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,36.62998,-0.53842,9
ABIDA LANGO ACADEMY - ECD,COAST,MOMBASA MUNICIPALITY,LIKONI,LIKONI,LIKONI,TIMBWANI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,39.66663,-4.08893,3
ABIDA LANGO ACADEMY - PRI,COAST,MOMBASA MUNICIPALITY,LIKONI,LIKONI,LIKONI,TIMBWANI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,39.66663,-4.08893,10
ABIDHA ECD,NYANZA,BONDO,BONDO,USIGU,E. YIMBO,OTHACH,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.18732,-0.02685,2
ABIDHA PRI SCH,NYANZA,BONDO,BONDO,USIGU,E. YIMBO,OTHACH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.18732,-0.02685,10
ABII-MIR MADRASSA,NORTH EASTERN,MANDERA,MANDERA WEST,DANDU,GATHER,GATHER,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,39.91907,3.68008,0
ABIMBO ECD,NYANZA,BONDO,BONDO,NYANG'OMA,S. SAKWA,NYANG'OMA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,34.21618,-0.19106,1
ABIMBO PRI SCH,NYANZA,BONDO,BONDO,NYANG'OMA,S. SAKWA,NYANG'OMA,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.21618,-0.19106,8
ABISO ACADEMY,COAST,TANA RIVER,GARSEN,GARSEN,BILISA,CHIRA,ECD/PRE-PRIMARY SCHOOL,PRIVATE,NGO/CBO,40.10898,-2.26531,0
ABISO ACADEMY,COAST,TANA RIVER,GARSEN,GARSEN,BILISA,CHIRA,PRIMARY SCHOOL,PRIVATE,NGO/CBO,40.10898,-2.26531,0
ABOBO RIVERSIDE ECD,NYANZA,GUCHA,SOUTH MUGIRANGO,NYAMARAMBE,S. MUGIRANGO CHACHE,BOSINANGE,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,34.67884,-0.72651,5
ABOBO RIVERSIDE PRI SCH,NYANZA,GUCHA,SOUTH MUGIRANGO,NYAMARAMBE,S. MUGIRANGO CHACHE,BOSINANGE,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,34.67884,-0.72651,5
ABOGE ECD,NYANZA,KISUMU,KISUMU RURAL,MASENO,WEST KISUMU,NEWA,ECD/PRE-PRIMARY SCHOOL,,,34.58825,-0.04796,
ABOGE PRY SCH,NYANZA,KISUMU,KISUMU RURAL,MASENO,WEST KISUMU,NEWA,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.58825,-0.04796,6
ABOL ECD,NYANZA,KISUMU,KISUMU RURAL,KOMBEWA,SOUTH CENTRAL SEME,WEST OTHANY,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,34.51005,-0.16605,1
ABOL PRI,NYANZA,KISUMU,KISUMU RURAL,KOMBEWA,SOUTH CENTRAL SEME,WEST OTHANY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.51005,-0.16605,8
ABOLOI ECD,WESTERN,TESO,AMAGORO,ANGURAI,ABOLOI,AKACHACHATA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.39541,0.65922,1
ABOLOI PRI SCH,WESTERN,TESO,AMAGORO,ANGURAI,ABOLOI,AKACHACHATA,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.39541,0.65922,10
ABOM ECD,NYANZA,BONDO,BONDO,MARANDA,NORTH SAKWA,ABOM,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.33446,-0.03896,1
ABOM PRI SCH,NYANZA,BONDO,BONDO,MARANDA,NORTH SAKWA,ABOM,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.33446,-0.03896,7
ABORI PRE-SCHOOL,COAST,TAITA TAVETA,TAVETA,TAVETA,KIMORIGO,KIMORIGO,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,37.69279,-3.45778,1
ABORI PRIMARY,COAST,TAITA TAVETA,TAVETA,TAVETA,KIMORIGO,KIMORIGO,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.69279,-3.45778,8
ABOSSI DEB NURSERY,RIFT VALLEY,TRANS MARA,KILGORIS,PIRRAR,NJIPSHIP,NJIPSHIP,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,35.05256,-0.91704,
ABOSSI DEB PRI,RIFT VALLEY,TRANS MARA,KILGORIS,PIRRAR,NJIPSHIP,NJIPSHIP,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,35.05256,-0.91704,
ABOSSI HIGH SCH,RIFT VALLEY,TRANS MARA,KILGORIS,PIRRAR,NJIPSHIP,NJIPSHIP,SECONDARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,35.05256,-0.91704,
ABOTHUGUCHI SECONDARY SCHOOL,EASTERN,MERU CENTRAL,CENTRAL IMENTI,ABOTHUGUCHI CENTRAL,MARIENE,NYWERI,SECONDARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.64716,-0.01713,12
ABRAHAM'S AIC TELANET NUR SCH,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,KAPSOIT,KETITUI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,35.23589,-0.31626,
ABRAHAM'S AIC TELANET PRI SCH,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,KAPSOIT,KETITUI,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,35.23589,-0.31626,
ABRAHAM'S NUR SCH,RIFT VALLEY,MARAKWET,MARAKWET EAST,TOT,ENDO,BARKELAT,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,35.62560,1.26482,
ABRAR SEC,RIFT VALLEY,UASIN GISHU,ELDORET EAST,AINABKOI,KAPSOYA,KAPSOYA,SECONDARY SCHOOL,PRIVATE,NGO/CBO,35.34951,0.48462,
ABU ABAYDA ACADEMY ECD,NORTH EASTERN,GARISSA,DUJIS,CENTRAL - GARISSA,WABERI,MASALANI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,CENTRAL GOVERNMENT/DEB,39.65835,-0.45791,3
ABU ABAYDA ACADEMY PRI,NORTH EASTERN,GARISSA,DUJIS,CENTRAL - GARISSA,WABERI,MASALANI,PRIMARY SCHOOL,PRIVATE,CENTRAL GOVERNMENT/DEB,39.65835,-0.45791,10
ABU ABUYDA ACADEMY ECD,NORTH EASTERN,GARISSA,DUJIS,CENTRAL - GARISSA,TOWNSHIP,TOWNSHIP,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,39.64664,-0.44562,3
ABU ABUYDA ACADEMY PRI,NORTH EASTERN,GARISSA,DUJIS,CENTRAL - GARISSA,TOWNSHIP,TOWNSHIP,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,39.64664,-0.44562,13
ABU HUREIRA ACA NUR  SCH,COAST,MOMBASA MUNICIPALITY,MVITA,ISLAND,MAJENGO,KING'ORANI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,39.65569,-4.04517,3
ABU HUREIRA ACA PRY SCH,COAST,MOMBASA MUNICIPALITY,MVITA,ISLAND,MAJENGO,KING'ORANI,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,39.65569,-4.04517,14
ABU HUREIRA ACA SEC SCH,COAST,MOMBASA MUNICIPALITY,MVITA,ISLAND,MAJENGO,KING'ORANI,SECONDARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,39.65569,-4.04517,11
ABU UBEDIA ECD,COAST,MOMBASA MUNICIPALITY,CHANGAMWE,CHANGAMWE,MIRITINI,MIRITINI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,39.60356,-4.00791,9
ABU UBEDIA PRI SC,COAST,MOMBASA MUNICIPALITY,CHANGAMWE,CHANGAMWE,MIRITINI,MIRITINI,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,39.60356,-4.00791,4
ABU.HUREIRA ISLAMIC SCHOOL,NORTH EASTERN,MANDERA,MANDERA WEST,BANISA,BANISA,BANISA,PRIMARY SCHOOL,PRIVATE,COMMUNITY,40.34905,3.94544,9
ABUBAKAR NUR SCH,EASTERN,ISIOLO,ISIOLO NORTH,CENTRAL - ISIOLO,ISIOLO EAST,WABERA,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,37.58809,0.35314,0
